Star Name,Size (in miles),Type (OBAFGKM Scale),Luminosity (Absolute Magnitude),Color,Composition,Image
5    Per,--,B5Ia,6.35,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\5____Per.jpg
59    And,--,B9V,6.07,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\59____And.jpg
59    And,--,B9V,6.07,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\59____And.jpg
15    Ari,--,M3-IIIab,5.688,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\15____Ari.jpg
16    Ari,--,K4III,5.999,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\16____Ari.jpg
5    Tri,--,A1m,6.23,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\5____Tri.jpg
64    Cet,--,G0IV,5.623,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\64____Cet.jpg
63    Cet,15400000.0,K0III,5.933,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\63____Cet.jpg
55    Cas,--,F9II+A2Vn,6.07,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\55____Cas.jpg
6    Tri,--,G0III+G5III,4.952,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\6____Tri.jpg
60    And,--,K4-III:,4.826,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\60____And.jpg
19    Ari,--,M0III,5.7,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\19____Ari.jpg
66    Cet,--,F8V,5.66,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\66____Cet.jpg
7    Tri,--,A0V,5.249,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\7____Tri.jpg
20    Ari,--,F6III-IV,Unknown,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\20____Ari.jpg
21    Ari,--,F6V,5.58,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\21____Ari.jpg
8    Per,--,K3III,5.748,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\8____Per.jpg
7    Per,--,G7.0III,6.023,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\7____Per.jpg
67    Cet,--,G8.5IIIb,5.499,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\67____Cet.jpg
62    And,--,A0V,5.31,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\62____And.jpg
Phi Eri,--,B8IV,3.57,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\Phi_Eri.jpg
10    Tri,--,A2V,5.291,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\10____Tri.jpg
63    And,--,B9VpSi,5.59,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\63____And.jpg
9    Per,--,A1Ia,5.17,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\9____Per.jpg
69    Cet,--,M1/2III,5.287,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\69____Cet.jpg
70    Cet,--,F0/2V,5.421,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\70____Cet.jpg
64    And,--,G8III,5.19,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\64____And.jpg
Kap For,--,G0V,5.198,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\Kap_For.jpg
10    Per,--,B2Ia,6.26,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\10____Per.jpg
65    And,--,K4.5III,4.71,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\65____And.jpg
71    Cet,--,B9.5III/IV,6.335,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\71____Cet.jpg
Del Hyi,--,A2V,4.09,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\Del_Hyi.jpg
Iot Cas,2960000.0,A3IIIpSr+F5V,Unknown,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\Iot_Cas.jpg
66    And,--,F4V,6.156,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\66____And.jpg
11    Tri,--,K1III:,5.552,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\11____Tri.jpg
Lam Hor,--,F2II/III,5.355,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\Lam_Hor.jpg
Kap Hyi,--,K1III,5.987,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\Kap_Hyi.jpg
12    Tri,3140000.0,F0III,5.29,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\12____Tri.jpg
13    Tri,--,G0V,5.901,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\13____Tri.jpg
Kap Eri,--,B7IV,4.25,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\Kap_Eri.jpg
Phi For,--,A2.5V,5.123,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\Phi_For.jpg
26    Ari,--,A9V,6.13,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\26____Ari.jpg
27    Ari,--,G8III-IVFe-2,6.225,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\27____Ari.jpg
14    Tri,--,K5III,5.144,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\14____Tri.jpg
75    Cet,15200000.0,K1III,5.358,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\75____Cet.jpg
29    Ari,--,F8V,5.988,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\29____Ari.jpg
Ome For,--,B9Va,4.96,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\Ome_For.jpg
15    Tri,--,M3III,5.374,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\15____Tri.jpg
77    Cet,--,K2III,5.731,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\77____Cet.jpg
80    Cet,--,M0/1III,5.535,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\80____Cet.jpg
31    Ari,--,F7V,5.64,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\31____Ari.jpg
30    Ari,--,F5V,6.48,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\30____Ari.jpg
30    Ari,--,F5V,6.48,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\30____Ari.jpg
81    Cet,15600000.0,K0III,5.647,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\81____Cet.jpg
Eta Hor,--,A6V,5.293,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\Eta_Hor.jpg
33    Ari,--,A2/3V,5.296,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\33____Ari.jpg
11    Per,--,B8IV,5.753,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\11____Per.jpg
12    Per,--,F9V,4.92,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\12____Per.jpg
84    Cet,--,F7V,5.71,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\84____Cet.jpg
Iot Eri,--,K0IIIb,4.116,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\Iot_Eri.jpg
14    Per,--,G0Ib-IIaCa1,5.435,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\14____Per.jpg
35    Ari,--,B3V,4.67,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\35____Ari.jpg
Zet Hor,--,F6V,5.21,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\Zet_Hor.jpg
Eps Hyi,--,B9Va,4.096,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\Eps_Hyi.jpg
36    Ari,--,K2III,6.398,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\36____Ari.jpg
Iot Hor,--,F8V,5.4,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\Iot_Hor.jpg
38    Ari,--,A7III,Unknown,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\38____Ari.jpg
39    Ari,--,K0.5IIIb,4.51,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\39____Ari.jpg
40    Ari,--,K1III,5.83,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\40____Ari.jpg
Gam Hor,--,G8III/IV,5.743,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\Gam_Hor.jpg
Zet Hyi,--,A2IV/V,4.82,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\Zet_Hyi.jpg
41    Ari,--,B8Vn,3.594,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\41____Ari.jpg
16    Per,--,F2III,Unknown,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\16____Per.jpg
Bet For,15300000.0,G9IIIb,4.46,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\Bet_For.jpg
17    Per,83700000.0,K5.5III,4.53,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\17____Per.jpg
20    Per,--,F6V,5.343,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\20____Per.jpg
Psi For,--,F5V,5.926,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\Psi_For.jpg
21    Per,5250000.0,A2VspSiEu,5.093,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\21____Per.jpg
47    Ari,--,F0V(e),Unknown,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\47____Ari.jpg
24    Per,--,K2III,4.93,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\24____Per.jpg
4    Eri,--,A5IV/V,5.45,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\4____Eri.jpg
6    Eri,--,K2III,5.809,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\6____Eri.jpg
5    Eri,--,B9V,5.55,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\5____Eri.jpg
Zet For,--,F4V,5.686,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\Zet_For.jpg
7    Eri,--,M0/1III,6.13,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\7____Eri.jpg
49    Ari,--,kA2hA6mA7,5.909,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\49____Ari.jpg
Bet Hor,--,A3/5III(m),4.969,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\Bet_Hor.jpg
93    Cet,--,B8V,5.607,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\93____Cet.jpg
Eps For,3720000.0,G9:V,5.85,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\Eps_For.jpg
52    Ari,--,B7Vn,5.47,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\52____Ari.jpg
52    Ari,--,B7Vn,5.47,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\52____Ari.jpg
Iot Per,1.3,G0V,Unknown,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\Iot_Per.jpg
53    Ari,--,B1.5V,6.117,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\53____Ari.jpg
54    Ari,--,M0III,6.25,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\54____Ari.jpg
55    Ari,--,B8III,5.74,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\55____Ari.jpg
56    Ari,7350000.0,B6IV-V,5.76,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\56____Ari.jpg
94    Cet,2380000.0,F8.5V,5.07,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\94____Cet.jpg
Alp For,--,F6V,3.98,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\Alp_For.jpg
30    Per,--,B8V,5.476,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\30____Per.jpg
29    Per,--,B3V,5.157,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\29____Per.jpg
14    Eri,--,F5VFe-0.7CH-0.5,6.143,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\14____Eri.jpg
31    Per,--,B5V,5.032,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\31____Per.jpg
95    Cet,--,G9IV,Unknown,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\95____Cet.jpg
15    Eri,--,K0III,4.875,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\15____Eri.jpg
59    Ari,--,G7IV,5.918,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\59____Ari.jpg
60    Ari,--,K3III:,6.127,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\60____Ari.jpg
32    Per,--,A3V,4.946,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\32____Per.jpg
62    Ari,--,G5III,5.52,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\62____Ari.jpg
64    Ari,--,K4III,5.503,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\64____Ari.jpg
Iot Hyi,--,F5IV-V,5.506,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\Iot_Hyi.jpg
65    Ari,--,A1V,6.061,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\65____Ari.jpg
34    Per,--,B3V,4.735,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\34____Per.jpg
66    Ari,--,G9IV,6.03,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\66____Ari.jpg
4    Tau,--,A0Vn,5.124,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\4____Tau.jpg
5    Tau,--,K0-III,4.1,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\5____Tau.jpg
36    Per,--,F6III,5.32,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\36____Per.jpg
17    Eri,--,B9III,4.725,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\17____Eri.jpg
6    Tau,--,B9III,5.757,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\6____Tau.jpg
Kap Ret,--,F3IV/V,4.71,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\Kap_Ret.jpg
7    Tau,--,A3IVs,8.56,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\7____Tau.jpg
20    Eri,4380000.0,B8/9III,5.23,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\20____Eri.jpg
10    Tau,0.897,F9IV-V,4.3,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\10____Tau.jpg
21    Eri,3850000.0,K0IV,5.96,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\21____Eri.jpg
Tau For,--,A0V,6.01,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\Tau_For.jpg
12    Tau,--,K0III,5.555,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\12____Tau.jpg
11    Tau,--,A2IV,6.102,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\11____Tau.jpg
22    Eri,6430000.0,B9IIIpSi4200,5.53,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\22____Eri.jpg
40    Per,--,B0.5V,4.972,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\40____Per.jpg
13    Tau,--,B7Ve,5.69,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\13____Tau.jpg
14    Tau,--,G8III,6.14,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\14____Tau.jpg
Del For,--,B5III,4.973,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\Del_For.jpg
16    Tau,--,B7IV,5.46,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\16____Tau.jpg
17    Tau,--,B6IIIe,3.7,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\17____Tau.jpg
18    Tau,--,B8V,5.64,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\18____Tau.jpg
19    Tau,--,B6IV,4.3,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\19____Tau.jpg
24    Eri,--,B7IV,5.25,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\24____Eri.jpg
Gam Cam,--,A2IVn,4.604,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\Gam_Cam.jpg
20    Tau,8020000.0,B8III,3.87,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\20____Tau.jpg
25    Eri,--,K3III,5.553,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\25____Eri.jpg
21    Tau,--,B8V,5.76,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\21____Tau.jpg
22    Tau,--,A0Vn,6.421,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\22____Tau.jpg
29    Tau,--,B3V,5.337,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\29____Tau.jpg
23    Tau,--,B6IV(e),4.18,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\23____Tau.jpg
Sig For,--,A2V,5.904,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\Sig_For.jpg
30    Tau,--,B3V,5.07,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\30____Tau.jpg
Bet Ret,--,K2-IIIb,3.833,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\Bet_Ret.jpg
42    Per,--,A3V,5.11,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\42____Per.jpg
27    Tau,--,B8III,3.63,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\27____Tau.jpg
28    Tau,--,B8Vne,5.09,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\28____Tau.jpg
Rho For,14000000.0,G6III,5.54,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\Rho_For.jpg
31    Tau,--,B3.5V+,Unknown,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\31____Tau.jpg
30    Eri,--,B8III,5.475,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\30____Eri.jpg
Gam Hyi,--,M1III,3.26,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\Gam_Hyi.jpg
43    Per,--,F5V,Unknown,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\43____Per.jpg
32    Eri,--,G8III+A1V,4.45,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\32____Eri.jpg
32    Eri,--,G8III+A1V,4.45,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\32____Eri.jpg
32    Tau,--,F2IVs,5.617,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\32____Tau.jpg
33    Tau,--,B9.5IV,6.038,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\33____Tau.jpg
35    Eri,--,B5III/IV,5.28,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\35____Eri.jpg
Del Ret,--,M1.5III,4.57,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\Del_Ret.jpg
36    Tau,--,K1II+B7.5IV:,5.512,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\36____Tau.jpg
40    Tau,--,B5V,5.33,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\40____Tau.jpg
37    Tau,15700000.0,K0III-IIIb,4.37,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\37____Tau.jpg
39    Tau,--,G5V,5.9,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\39____Tau.jpg
Gam Ret,--,M4III,4.5,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\Gam_Ret.jpg
Iot Ret,--,K4III,4.956,Unknown,Unknown,C:\Users\Jyoti\OneDrive\Desktop\Coding\SciRe 2024-25 STAHZAI\images\Iot_Ret.jpg
